company,category,term,count,sentiment,risk_weight,weighted_score
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the European Financial Reporting Advisory Group's,1,0.0,1,1
infosys,Governance,Entity: EFRAG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG Ambition,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the ESG Council,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: GRI,1,0.0,1,1
infosys,Governance,Entity: ESRS,1,0.0,1,1
infosys,Governance,Entity: DMA,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: GHG,1,0.0,1,1
infosys,Governance,"Entity: Material Topics

Ambitions

Progress",1,0.0,1,1
infosys,Governance,Entity: GHG,1,0.0,1,1
infosys,Governance,Entity: GHG,1,0.0,1,1
infosys,Governance,Entity: Reduced Scope 1,1,0.0,1,1
infosys,Governance,Entity: GHG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: LEED Platinum,1,0.0,1,1
infosys,Governance,Entity: First Indian Company,1,0.0,1,1
infosys,Governance,Entity: GRI G4,1,0.0,1,1
infosys,Governance,Entity: LEED Platinum,1,0.0,1,1
infosys,Governance,"Entity: the DJSI World & DJSI Emerging Market Indices
 Pledge",1,0.0,1,1
infosys,Governance,Entity: IIHS,1,0.0,1,1
infosys,Governance,Entity: Infosys Crescent Building,1,0.0,1,1
infosys,Governance,Entity: Launched BioConserve Summit,1,0.0,1,1
infosys,Governance,Entity: Institutional Climate Action,1,0.0,1,1
infosys,Governance,Entity: EV,1,0.0,1,1
infosys,Governance,Entity: GHG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: HFO,1,0.0,1,1
infosys,Governance,Entity: Infosys Indore,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: HFO,1,0.0,1,1
infosys,Governance,Entity: Noida,1,0.0,1,1
infosys,Governance,Entity: Hyderabad,1,0.0,1,1
infosys,Governance,Entity: Bengaluru,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: LCA,1,0.0,1,1
infosys,Governance,Entity: A1- C4,1,0.0,1,1
infosys,Governance,Entity: Bengaluru,1,0.0,1,1
infosys,Governance,Entity: Hyderabad,1,0.0,1,1
infosys,Governance,Entity: GGBFS,1,0.0,1,1
infosys,Governance,Entity: Pune,1,0.0,1,1
infosys,Governance,Entity: AAC,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: MW,1,0.0,1,1
infosys,Governance,Entity: Power Purchase Agreements,1,0.0,1,1
infosys,Governance,Entity: Distribution Companies,1,0.0,1,1
infosys,Governance,Entity: Infosys Hyderabad,1,0.0,1,1
infosys,Governance,Entity: Infosys Hyderabad,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the 'Platinum Award for Excellence',1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the Sustainability Champion of,1,0.0,1,1
infosys,Governance,Entity: Best Sustainable Workplace Design,1,0.0,1,1
infosys,Governance,Entity: Hyderabad,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: EV,1,0.0,1,1
infosys,Governance,Entity: EV,1,0.0,1,1
infosys,Governance,Entity: Digital,1,0.0,1,1
infosys,Governance,Entity: Value,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: CDP,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,"Entity: Andhra Pradesh

Saplings",1,0.0,1,1
infosys,Governance,Entity: Andhra Pradesh,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Mangaluru,1,0.0,1,1
infosys,Governance,Entity: BioConserve Summit,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the Indian Institute for Human Settlements,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: BioConserve,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Greening,1,0.0,1,1
infosys,Governance,Entity: Infosys Mangaluru,1,0.0,1,1
infosys,Governance,Entity: Summit,1,0.0,1,1
infosys,Governance,"Entity: Greening

",1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ASSURE,1,0.0,1,1
infosys,Governance,Entity: the Indian Institute for Human Settlements,1,0.0,1,1
infosys,Governance,Entity: ASSURE,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Point Energy Innovations,1,0.0,1,1
infosys,Governance,Entity: Stanford University,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: IIHS,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ASSURE,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: ASSURE,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: ASSURE,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: IIHS,1,0.0,1,1
infosys,Governance,Entity: Lobbying - Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: goals(refer,1,0.0,1,1
infosys,Governance,Entity: BRSR,1,0.0,1,1
infosys,Governance,Entity: Super-Efficient Real Estate,1,0.0,1,1
infosys,Governance,Entity: the Indian Institute for Human Settlements,1,0.0,1,1
infosys,Governance,Entity: IIHS,1,0.0,1,1
infosys,Governance,Entity: Paris Agreement,1,0.0,1,1
infosys,Governance,Entity: FICCI,1,0.0,1,1
infosys,Governance,Entity: CII,1,0.0,1,1
infosys,Governance,Entity: NASSCOM,1,0.0,1,1
infosys,Governance,Entity: WEF,1,0.0,1,1
infosys,Governance,Entity: WRI,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: External Document,1,0.0,1,1
infosys,Governance,Entity: Infosys Limited,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Global Head of Services,1,0.0,1,1
infosys,Governance,Entity: Utilities,1,0.0,1,1
infosys,Governance,Entity: Energy,1,0.0,1,1
infosys,Governance,"Entity: Green Buildings
Leveraging IoT",1,0.0,1,1
infosys,Governance,Entity: Scope 1& 2,1,0.0,1,1
infosys,Governance,"Entity: ESG Adoption & Digital Skills
Delivery",1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Independent Software Vendors,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: The Infosys Sustainability Cloud,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Sustainability Consulting,1,0.0,1,1
infosys,Governance,Entity: Centers of Excellence,1,0.0,1,1
infosys,Governance,Entity: CoEs,1,0.0,1,1
infosys,Governance,Entity: AI,1,0.0,1,1
infosys,Governance,"Entity: ESG Reporting & Compliance
Setting",1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: GRI,1,0.0,1,1
infosys,Governance,Entity: CDP,1,0.0,1,1
infosys,Governance,Entity: CSRD,1,0.0,1,1
infosys,Governance,"Entity: Compliance & Sustainable Sourcing
Tracking",1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: GHG,1,0.0,1,1
infosys,Governance,Entity: CSDDD,1,0.0,1,1
infosys,Governance,Entity: EUDR,1,0.0,1,1
infosys,Governance,Entity: REACH,1,0.0,1,1
infosys,Governance,Entity: GHG,1,0.0,1,1
infosys,Governance,Entity: Google,1,0.0,1,1
infosys,Governance,Entity: AWS,1,0.0,1,1
infosys,Governance,Entity: Microsoft,1,0.0,1,1
infosys,Governance,Entity: SAP,1,0.0,1,1
infosys,Governance,Entity: IBM,1,0.0,1,1
infosys,Governance,Entity: Salesforce,1,0.0,1,1
infosys,Governance,Entity: The Economist Group,1,0.0,1,1
infosys,Governance,Entity: Financial Times,1,0.0,1,1
infosys,Governance,Entity: the World Economic Forum,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Hannover Messe,1,0.0,1,1
infosys,Governance,Entity: Microsoft Sustainability Day,1,0.0,1,1
infosys,Governance,Entity: Urjavaran,1,0.0,1,1
infosys,Governance,Entity: Aerospace,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: CSRD,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,"Entity: Smart Cities
 Climate Tech",1,0.0,1,1
infosys,Governance,"Entity: Clean Energy Innovation
 AI",1,0.0,1,1
infosys,Governance,"Entity: Big Data for Sustainability
 Decarbonization",1,0.0,1,1
infosys,Governance,Entity: World Media Awards for,1,0.0,1,1
infosys,Governance,Entity: Value Chain Navigator,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: GHG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: ServiceNow,1,0.0,1,1
infosys,Governance,Entity: ESG,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Company,1,0.0,1,1
infosys,Governance,Entity: EUDR,1,0.0,1,1
infosys,Governance,Entity: EPD,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: OEM,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: IoT,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: the UN Global Compact's,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys,1,0.0,1,1
infosys,Governance,Entity: Infosys Hyderabad,1,0.0,1,1
infosys,Governance,Entity: India,1,0.0,1,1
